Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 4 - Imagens 10mb,39100,10178,190.0,451.85229138818306,0.6808939997426933,2400.6547259996296,30809.597442455244,316.29403167356037,82.33352057221222,190,470,710,900,1200,1400,1600,1700,2300,2400,2400
,Aggregated,39100,10178,190.0,451.85229138818306,0.6808939997426933,2400.6547259996296,30809.597442455244,316.29403167356037,82.33352057221222,190,470,710,900,1200,1400,1600,1700,2300,2400,2400
