Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 3 - 900kb,5826,0,2000.0,2033.4299801216914,353.7262589998136,5093.841060000159,984972.0,97.21685960822361,0.0,2000,2300,2500,2700,3100,3400,3700,4100,4800,5100,5100
,Aggregated,5826,0,2000.0,2033.4299801216914,353.7262589998136,5093.841060000159,984972.0,97.21685960822361,0.0,2000,2300,2500,2700,3100,3400,3700,4100,4800,5100,5100
