Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 4 - Imagens 10mb,2116,0,82,106.69202176326489,40.44111399889516,1133.921463999286,40724.0,43.30614639231288,0.0,82,100,120,130,170,260,410,470,1100,1100,1100
,Aggregated,2116,0,82,106.69202176326489,40.44111399889516,1133.921463999286,40724.0,43.30614639231288,0.0,82,100,120,130,170,260,410,470,1100,1100,1100
