Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 3 - Imagem 300kb,3796,0,76,93.37255629241598,41.11668899986398,984.9920329997985,30690.0,45.462002338422714,0.0,76,94,100,110,140,190,290,350,680,980,980
,Aggregated,3796,0,76,93.37255629241598,41.11668899986398,984.9920329997985,30690.0,45.462002338422714,0.0,76,94,100,110,140,190,290,350,680,980,980
