Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 3 - Imagem 300kb,3448,0,76,92.81742155018182,40.547395999965374,1025.8680750002895,30690.0,45.67513111944376,0.0,76,93,110,110,140,190,270,340,720,1000,1000
,Aggregated,3448,0,76,92.81742155018182,40.547395999965374,1025.8680750002895,30690.0,45.67513111944376,0.0,76,93,110,110,140,190,270,340,720,1000,1000
