Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 1 - Imagem 1MB,30218,15230,130.0,378.4958440627435,0.9877410000171949,2416.4527640000415,16649.240916010323,357.8876053787568,180.37686908195334,130,160,210,310,1700,1900,2000,2100,2300,2400,2400
,Aggregated,30218,15230,130.0,378.4958440627435,0.9877410000171949,2416.4527640000415,16649.240916010323,357.8876053787568,180.37686908195334,130,160,210,310,1700,1900,2000,2100,2300,2400,2400
