Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 1 - Imagem 1MB,17254,0,110.0,228.0514652282362,49.340849999964576,868.3267620000379,30895.0,177.715322618556,0.0,110,290,380,430,510,570,630,670,780,860,870
,Aggregated,17254,0,110.0,228.0514652282362,49.340849999964576,868.3267620000379,30895.0,177.715322618556,0.0,110,290,380,430,510,570,630,670,780,860,870
