Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 3 - 900kb,8843,4324,1300.0,1461.918968539522,4.377461998956278,6069.46752300064,504639.50310980435,180.45478425720873,88.23775722358596,1300,1900,2200,2500,3100,3600,4400,4800,5900,6100,6100
,Aggregated,8843,4324,1300.0,1461.918968539522,4.377461998956278,6069.46752300064,504639.50310980435,180.45478425720873,88.23775722358596,1300,1900,2200,2500,3100,3600,4400,4800,5900,6100,6100
