Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 4 - Imagens 10mb,27675,10006,200.0,484.9298355489717,0.6754810001439182,2439.5254379996913,26950.063667570008,308.35968821895887,111.48860127620244,200,420,700,920,1400,1700,1900,2100,2300,2400,2400
,Aggregated,27675,10006,200.0,484.9298355489717,0.6754810001439182,2439.5254379996913,26950.063667570008,308.35968821895887,111.48860127620244,200,420,700,920,1400,1700,1900,2100,2300,2400,2400
