Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Cenario 1 - Imagem 1MB,9817,4316,160.0,402.75656695569273,1.2183409999124706,2513.237613000456,18471.949984720384,104.76997267659112,46.06164837243224,160,230,320,440,1600,1800,1900,2000,2300,2500,2500
GET,Cenario 2 - Texto 500kb,9977,4398,170.0,431.86451146828057,0.9190189994114917,2529.3586650004727,330444.9313420868,106.47754073488332,46.93677700230699,170,260,350,510,1700,1900,2000,2100,2400,2500,2500
GET,Cenario 3 - Imagem 300kb,9922,4354,160.0,411.2810916428108,0.9311510002589785,2538.375812000595,18380.452731304173,105.89056421484538,46.46719578627663,160,240,330,480,1600,1800,1900,2000,2300,2500,2500
,Aggregated,29716,13068,170.0,415.37570467098715,0.9190189994114917,2538.375812000595,123184.78479606946,317.13807762631984,139.46562116101586,170,250,330,470,1600,1800,2000,2100,2300,2500,2500
